ECCode	DomainPattern	Weight
6.3.4.2	PF06418	691.0
6.3.4.2	PS51273	691.0
6.3.4.2	PTHR11550	692.0
6.3.4.2	PTHR11550:SF0	691.0
6.3.4.2	SSF52317	692.0
6.3.4.2	SSF52540	691.0
6.3.4.2	TIGR00337	691.0
6.3.4.2	TIGR01045	1.0
6.3.4.3	G3DSA:3.10.410.10	312.0
6.3.4.3	G3DSA:3.30.1510.10	6.0
6.3.4.3	G3DSA:3.40.192.10	13.0
6.3.4.3	G3DSA:3.40.50.300	626.0
6.3.4.3	G3DSA:3.40.50.720	13.0
6.3.4.3	MF_01543	312.0
6.3.4.3	MF_01576	10.0
6.3.4.3	PB000117	3.0
6.3.4.3	PF00763	13.0
6.3.4.3	PF01268	313.0
6.3.4.3	PF02882	13.0
6.3.4.3	PR00085	82.0
6.3.4.3	PS00721	297.0
6.3.4.3	PS00722	268.0
6.3.4.3	PS00766	8.0
6.3.4.3	PS00767	9.0
6.3.4.3	PTHR10025	311.0
6.3.4.3	PTHR10025:SF10	4.0
6.3.4.3	PTHR10025:SF13	6.0
6.3.4.3	PTHR10025:SF14	3.0
6.3.4.3	PTHR10025:SF16	4.0
6.3.4.3	PTHR10025:SF20	28.0
6.3.4.3	PTHR24508	2.0
6.3.4.3	PTHR24508:SF5	2.0
6.3.4.3	SSF51735	13.0
6.3.4.3	SSF52540	313.0
6.3.4.3	SSF53223	13.0
6.3.4.4	G3DSA:1.10.300.10	823.0
6.3.4.4	G3DSA:3.40.440.10	1648.0
6.3.4.4	G3DSA:3.90.170.10	845.0
6.3.4.4	MF_00011	827.0
6.3.4.4	PB007917	2.0
6.3.4.4	PF00709	845.0
6.3.4.4	PS00014	1.0
6.3.4.4	PS00300	1.0
6.3.4.4	PS00513	770.0
6.3.4.4	PS01266	823.0
6.3.4.4	PS51257	1.0
6.3.4.4	PTHR11846	827.0
6.3.4.4	PTHR11846:SF0	97.0
6.3.4.4	PTHR11846:SF1	9.0
6.3.4.4	PTHR11846:SF2	11.0
6.3.4.4	SM00788	827.0
6.3.4.4	SSF52540	828.0
6.3.4.4	TIGR00184	792.0
6.3.4.5	G3DSA:1.10.287.400	123.0
6.3.4.5	G3DSA:1.20.5.470	32.0
6.3.4.5	G3DSA:3.40.50.620	602.0
6.3.4.5	G3DSA:3.90.1260.10	603.0
6.3.4.5	MF_00005	481.0
6.3.4.5	MF_00581	121.0
6.3.4.5	PB000078	16.0
6.3.4.5	PB000108	4.0
6.3.4.5	PB018759	13.0
6.3.4.5	PF00764	603.0
6.3.4.5	PS00564	602.0
6.3.4.5	PS00565	598.0
6.3.4.5	PTHR11587	603.0
6.3.4.5	SSF52402	602.0
6.3.4.5	SSF69864	603.0
6.3.4.5	TIGR00032	602.0
6.3.4.6	G3DSA:2.40.100.10	6.0
6.3.4.6	G3DSA:2.40.50.100	3.0
6.3.4.6	G3DSA:3.10.490.10	1.0
6.3.4.6	G3DSA:3.30.1360.40	3.0
6.3.4.6	G3DSA:3.30.1490.20	3.0
6.3.4.6	G3DSA:3.30.470.20	3.0
6.3.4.6	G3DSA:3.40.50.20	3.0
6.3.4.6	G3DSA:3.90.1300.10	2.0
6.3.4.6	PF00289	3.0
6.3.4.6	PF00364	3.0
6.3.4.6	PF01425	2.0
6.3.4.6	PF02626	3.0
6.3.4.6	PF02682	3.0
6.3.4.6	PF02785	3.0
6.3.4.6	PF02786	3.0
6.3.4.6	PS00188	3.0
6.3.4.6	PS00866	3.0
6.3.4.6	PS00867	3.0
6.3.4.6	PS50968	3.0
6.3.4.6	PS50975	3.0
6.3.4.6	PS50979	3.0
6.3.4.6	PTHR18866	3.0
6.3.4.6	PTHR18866:SF41	3.0
6.3.4.6	SM00796	3.0
6.3.4.6	SM00797	3.0
6.3.4.6	SM00878	3.0
6.3.4.6	SSF51230	3.0
6.3.4.6	SSF51246	3.0
6.3.4.6	SSF52440	3.0
6.3.4.6	SSF56059	3.0
6.3.4.6	SSF75304	2.0
6.3.4.6	TIGR00724	2.0
6.3.4.6	TIGR02712	2.0
6.3.4.6	TIGR02713	2.0
6.3.4.9	G3DSA:3.30.930.10	4.0
6.3.4.9	G3DSA:3.40.50.880	2.0
6.3.4.9	PB000203	2.0
6.3.4.9	PF02237	4.0
6.3.4.9	PF03099	4.0
6.3.4.9	PF09825	2.0
6.3.4.9	PTHR12835	4.0
6.3.4.9	PTHR12835:SF4	4.0
6.3.4.9	SSF52317	2.0
6.3.4.9	SSF55681	4.0
6.3.4.9	TIGR00121	3.0
6.3.5.1	G3DSA:3.40.50.620	23.0
6.3.5.1	G3DSA:3.60.110.10	20.0
6.3.5.1	PB000108	2.0
6.3.5.1	PF00795	19.0
6.3.5.1	PF02540	20.0
6.3.5.1	PIRSF006630	20.0
6.3.5.1	PS00920	3.0
6.3.5.1	PS50263	19.0
6.3.5.1	PTHR23090	20.0
6.3.5.1	PTHR23090:SF1	10.0
6.3.5.1	PTHR23090:SF4	6.0
6.3.5.1	PTHR23090:SF6	4.0
6.3.5.1	SSF52402	20.0
6.3.5.1	SSF56317	20.0
6.3.5.1	TIGR00552	17.0
6.3.5.2	G3DSA:1.10.340.30	1.0
6.3.5.2	G3DSA:3.30.300.10	640.0
6.3.5.2	G3DSA:3.40.50.620	622.0
6.3.5.2	G3DSA:3.40.50.880	624.0
6.3.5.2	G3DSA:3.40.630.30	3.0
6.3.5.2	MF_00344	575.0
6.3.5.2	MF_00345	38.0
6.3.5.2	MF_01510	35.0
6.3.5.2	PB000078	286.0
6.3.5.2	PB000108	125.0
6.3.5.2	PB000523	1.0
6.3.5.2	PF00117	624.0
6.3.5.2	PF00733	57.0
6.3.5.2	PF00958	625.0
6.3.5.2	PF01171	2.0
6.3.5.2	PF02540	525.0
6.3.5.2	PF02568	4.0
6.3.5.2	PF03054	28.0
6.3.5.2	PF03352	1.0
6.3.5.2	PF13302	1.0
6.3.5.2	PF13673	2.0
6.3.5.2	PR00096	1760.0
6.3.5.2	PR00097	1519.0
6.3.5.2	PR00099	1109.0
6.3.5.2	PS51186	3.0
6.3.5.2	PS51273	623.0
6.3.5.2	PS51553	622.0
6.3.5.2	PTHR11922	636.0
6.3.5.2	PTHR11922:SF2	616.0
6.3.5.2	PTHR11922:SF4	17.0
6.3.5.2	PTHR25072	22.0
6.3.5.2	PTHR25072:SF0	8.0
6.3.5.2	PTHR25072:SF1	14.0
6.3.5.2	SSF48150	1.0
6.3.5.2	SSF52317	624.0
6.3.5.2	SSF52402	622.0
6.3.5.2	SSF54810	326.0
6.3.5.2	SSF55729	3.0
6.3.5.2	TIGR00884	605.0
6.3.5.2	TIGR00888	620.0
6.3.5.3	G3DSA:3.30.1330.10	556.0
6.3.5.3	G3DSA:3.40.50.880	245.0
6.3.5.3	G3DSA:3.90.650.10	276.0
6.3.5.3	MF_00419	57.0
6.3.5.3	MF_00420	278.0
6.3.5.3	MF_00421	178.0
6.3.5.3	PF00586	621.0
6.3.5.3	PF02769	683.0
6.3.5.3	PF13507	244.0
6.3.5.3	PIRSF001586	178.0
6.3.5.3	PS51273	243.0
6.3.5.3	PTHR10099	522.0
6.3.5.3	SSF109736	78.0
6.3.5.3	SSF52317	244.0
6.3.5.3	SSF55326	686.0
6.3.5.3	SSF56042	686.0
6.3.5.3	SSF82697	65.0
6.3.5.3	TIGR01735	65.0
6.3.5.3	TIGR01736	278.0
6.3.5.3	TIGR01737	178.0
6.3.5.4	G3DSA:3.40.50.620	41.0
6.3.5.4	G3DSA:3.60.20.10	32.0
6.3.5.4	PB008185	25.0
6.3.5.4	PF00310	1.0
6.3.5.4	PF00733	32.0
6.3.5.4	PF13522	1.0
6.3.5.4	PF13537	30.0
6.3.5.4	PIRSF001589	32.0
6.3.5.4	PS51278	32.0
6.3.5.4	PTHR11772	32.0
6.3.5.4	SSF52402	32.0
6.3.5.4	SSF56235	32.0
6.3.5.4	TIGR01536	28.0
6.3.5.5	G3DSA:1.10.1030.10	255.0
6.3.5.5	G3DSA:3.20.20.140	10.0
6.3.5.5	G3DSA:3.30.1490.20	509.0
6.3.5.5	G3DSA:3.30.470.20	509.0
6.3.5.5	G3DSA:3.40.50.1370	16.0
6.3.5.5	G3DSA:3.40.50.1380	234.0
6.3.5.5	G3DSA:3.40.50.20	508.0
6.3.5.5	G3DSA:3.40.50.880	205.0
6.3.5.5	G3DSA:3.50.30.20	205.0
6.3.5.5	MF_00001	7.0
6.3.5.5	MF_01209	205.0
6.3.5.5	MF_01210_A	173.0
6.3.5.5	MF_01210_B	223.0
6.3.5.5	PB000291	158.0
6.3.5.5	PB001053	2.0
6.3.5.5	PB010900	1.0
6.3.5.5	PF00117	205.0
6.3.5.5	PF00185	8.0
6.3.5.5	PF00289	508.0
6.3.5.5	PF00988	205.0
6.3.5.5	PF01979	3.0
6.3.5.5	PF02142	231.0
6.3.5.5	PF02729	8.0
6.3.5.5	PF02786	510.0
6.3.5.5	PF02787	256.0
6.3.5.5	PF13147	2.0
6.3.5.5	PF13535	1.0
6.3.5.5	PR00096	590.0
6.3.5.5	PR00097	519.0
6.3.5.5	PR00098	1801.0
6.3.5.5	PR00099	1024.0
6.3.5.5	PR00100	31.0
6.3.5.5	PR00101	47.0
6.3.5.5	PS00097	8.0
6.3.5.5	PS00482	5.0
6.3.5.5	PS00483	5.0
6.3.5.5	PS00866	421.0
6.3.5.5	PS00867	486.0
6.3.5.5	PS50862	1.0
6.3.5.5	PS50975	509.0
6.3.5.5	PS51257	47.0
6.3.5.5	PS51273	205.0
6.3.5.5	PTHR11405	455.0
6.3.5.5	PTHR11405:SF10	3.0
6.3.5.5	PTHR11405:SF11	1.0
6.3.5.5	PTHR11405:SF2	2.0
6.3.5.5	PTHR11405:SF20	1.0
6.3.5.5	PTHR11405:SF3	5.0
6.3.5.5	PTHR11405:SF4	18.0
6.3.5.5	PTHR11405:SF5	223.0
6.3.5.5	PTHR11405:SF9	1.0
6.3.5.5	SM00248	1.0
6.3.5.5	SM00851	230.0
6.3.5.5	SM01096	255.0
6.3.5.5	SM01097	205.0
6.3.5.5	SSF48108	255.0
6.3.5.5	SSF51338	6.0
6.3.5.5	SSF51556	8.0
6.3.5.5	SSF52021	205.0
6.3.5.5	SSF52317	205.0
6.3.5.5	SSF52335	234.0
6.3.5.5	SSF52440	508.0
6.3.5.5	SSF53671	8.0
6.3.5.5	SSF56059	509.0
6.3.5.5	TIGR00670	8.0
6.3.5.5	TIGR01368	205.0
6.3.5.5	TIGR01369	250.0
6.4.1.1	G3DSA:2.40.50.100	16.0
6.4.1.1	G3DSA:3.10.600.10	14.0
6.4.1.1	G3DSA:3.20.20.70	16.0
6.4.1.1	G3DSA:3.30.1490.20	17.0
6.4.1.1	G3DSA:3.30.470.20	17.0
6.4.1.1	G3DSA:3.40.50.20	17.0
6.4.1.1	PB000291	13.0
6.4.1.1	PB012186	2.0
6.4.1.1	PF00289	17.0
6.4.1.1	PF00364	16.0
6.4.1.1	PF00682	16.0
6.4.1.1	PF02436	16.0
6.4.1.1	PF02785	17.0
6.4.1.1	PF02786	17.0
6.4.1.1	PIRSF001594	14.0
6.4.1.1	PS00188	13.0
6.4.1.1	PS00866	11.0
6.4.1.1	PS00867	12.0
6.4.1.1	PS50968	16.0
6.4.1.1	PS50975	17.0
6.4.1.1	PS50979	17.0
6.4.1.1	PS50991	16.0
6.4.1.1	PTHR18866	19.0
6.4.1.1	PTHR18866:SF1	2.0
6.4.1.1	PTHR18866:SF10	14.0
6.4.1.1	SM00878	17.0
6.4.1.1	SSF51230	16.0
6.4.1.1	SSF51246	17.0
6.4.1.1	SSF51569	16.0
6.4.1.1	SSF52440	17.0
6.4.1.1	SSF56059	17.0
6.4.1.1	SSF89000	16.0
6.4.1.1	TIGR00514	3.0
6.4.1.1	TIGR01108	2.0
6.4.1.1	TIGR01235	14.0
6.4.1.2	G3DSA:2.40.50.100	19.0
6.4.1.2	G3DSA:3.30.1490.20	30.0
6.4.1.2	G3DSA:3.30.470.20	35.0
6.4.1.2	G3DSA:3.40.50.20	31.0
6.4.1.2	G3DSA:3.90.226.10	1064.0
6.4.1.2	MF_00823	471.0
6.4.1.2	MF_01395	510.0
6.4.1.2	PB000187	61.0
6.4.1.2	PB000291	6.0
6.4.1.2	PB000319	4.0
6.4.1.2	PB000823	9.0
6.4.1.2	PB002201	1.0
6.4.1.2	PB009779	4.0
6.4.1.2	PB013918	3.0
6.4.1.2	PB016241	3.0
6.4.1.2	PB017699	4.0
6.4.1.2	PB017947	2.0
6.4.1.2	PD057827	1.0
6.4.1.2	PF00289	31.0
6.4.1.2	PF00364	19.0
6.4.1.2	PF01039	529.0
6.4.1.2	PF02785	31.0
6.4.1.2	PF02786	31.0
6.4.1.2	PF03255	468.0
6.4.1.2	PF08326	19.0
6.4.1.2	PR01069	2778.0
6.4.1.2	PR01070	2529.0
6.4.1.2	PS00188	16.0
6.4.1.2	PS00848	3.0
6.4.1.2	PS00866	26.0
6.4.1.2	PS00867	31.0
6.4.1.2	PS50968	19.0
6.4.1.2	PS50975	31.0
6.4.1.2	PS50979	31.0
6.4.1.2	PS50980	528.0
6.4.1.2	PS50989	495.0
6.4.1.2	PTHR18866	31.0
6.4.1.2	PTHR18866:SF33	1.0
6.4.1.2	PTHR18866:SF40	4.0
6.4.1.2	PTHR18866:SF6	15.0
6.4.1.2	PTHR22855	974.0
6.4.1.2	PTHR22855:SF15	79.0
6.4.1.2	PTHR22855:SF16	4.0
6.4.1.2	PTHR22855:SF17	81.0
6.4.1.2	PTHR22855:SF18	2.0
6.4.1.2	PTHR22855:SF19	31.0
6.4.1.2	PTHR22855:SF20	1.0
6.4.1.2	PTHR22855:SF3	469.0
6.4.1.2	PTHR22855:SF4	307.0
6.4.1.2	SM00878	31.0
6.4.1.2	SSF51230	19.0
6.4.1.2	SSF51246	31.0
6.4.1.2	SSF52096	1023.0
6.4.1.2	SSF52440	31.0
6.4.1.2	SSF56059	31.0
6.4.1.2	TIGR00513	471.0
6.4.1.2	TIGR00514	10.0
6.4.1.2	TIGR00515	480.0
6.4.1.3	G3DSA:2.40.50.100	5.0
6.4.1.3	G3DSA:3.30.1490.20	4.0
6.4.1.3	G3DSA:3.30.470.20	5.0
6.4.1.3	G3DSA:3.40.50.20	6.0
6.4.1.3	G3DSA:3.90.226.10	24.0
6.4.1.3	PB002348	1.0
6.4.1.3	PF00289	6.0
6.4.1.3	PF00364	5.0
6.4.1.3	PF01039	12.0
6.4.1.3	PF02785	5.0
6.4.1.3	PF02786	5.0
6.4.1.3	PR01070	5.0
6.4.1.3	PS00188	5.0
6.4.1.3	PS00866	5.0
6.4.1.3	PS00867	5.0
6.4.1.3	PS50968	5.0
6.4.1.3	PS50975	5.0
6.4.1.3	PS50979	6.0
6.4.1.3	PS50980	12.0
6.4.1.3	PS50989	12.0
6.4.1.3	PTHR18866	5.0
6.4.1.3	PTHR18866:SF13	5.0
6.4.1.3	PTHR22855	12.0
6.4.1.3	PTHR22855:SF14	12.0
6.4.1.3	SM00878	5.0
6.4.1.3	SSF51230	5.0
6.4.1.3	SSF51246	5.0
6.4.1.3	SSF52096	24.0
6.4.1.3	SSF52440	6.0
6.4.1.3	SSF56059	5.0
6.4.1.4	G3DSA:2.40.50.100	7.0
6.4.1.4	G3DSA:3.30.1490.20	7.0
6.4.1.4	G3DSA:3.30.470.20	7.0
6.4.1.4	G3DSA:3.40.50.20	7.0
6.4.1.4	G3DSA:3.90.226.10	14.0
6.4.1.4	PB000291	2.0
6.4.1.4	PB002348	1.0
6.4.1.4	PF00289	7.0
6.4.1.4	PF00364	7.0
6.4.1.4	PF01039	7.0
6.4.1.4	PF02785	7.0
6.4.1.4	PF02786	7.0
6.4.1.4	PS00188	7.0
6.4.1.4	PS00866	3.0
6.4.1.4	PS00867	7.0
6.4.1.4	PS50968	7.0
6.4.1.4	PS50975	7.0
6.4.1.4	PS50979	7.0
6.4.1.4	PS50980	7.0
6.4.1.4	PS50989	7.0
6.4.1.4	PTHR18866	7.0
6.4.1.4	PTHR18866:SF17	4.0
6.4.1.4	PTHR18866:SF18	3.0
6.4.1.4	PTHR22855	7.0
6.4.1.4	PTHR22855:SF13	7.0
6.4.1.4	SM00878	7.0
6.4.1.4	SSF51230	7.0
6.4.1.4	SSF51246	7.0
6.4.1.4	SSF52096	14.0
6.4.1.4	SSF52440	7.0
6.4.1.4	SSF56059	7.0
6.4.1.6	PB014097	1.0
6.4.1.6	PF01968	1.0
6.4.1.6	PF02538	1.0
6.4.1.6	PF05378	1.0
6.4.1.6	PF08882	1.0
6.4.1.6	PIRSF019217	1.0
6.4.1.6	PTHR11365	1.0
6.4.1.6	PTHR24874	1.0
6.4.1.6	PTHR24874:SF0	1.0
6.4.1.6	SSF53067	1.0
6.4.1.7	G3DSA:2.40.50.100	1.0
6.4.1.7	G3DSA:3.20.20.70	1.0
6.4.1.7	G3DSA:3.30.1490.20	1.0
6.4.1.7	G3DSA:3.30.470.20	1.0
6.4.1.7	G3DSA:3.40.50.20	1.0
6.4.1.7	PB002348	1.0
6.4.1.7	PF00289	1.0
6.4.1.7	PF00364	1.0
6.4.1.7	PF00682	1.0
6.4.1.7	PF02436	1.0
6.4.1.7	PF02785	1.0
6.4.1.7	PF02786	1.0
6.4.1.7	PS00188	1.0
6.4.1.7	PS00866	1.0
6.4.1.7	PS00867	1.0
6.4.1.7	PS50968	1.0
6.4.1.7	PS50975	1.0
6.4.1.7	PS50979	1.0
6.4.1.7	PS50991	1.0
6.4.1.7	PTHR18866	2.0
6.4.1.7	PTHR18866:SF1	1.0
6.4.1.7	PTHR18866:SF16	1.0
6.4.1.7	SM00878	1.0
6.4.1.7	SSF51230	1.0
6.4.1.7	SSF51246	1.0
6.4.1.7	SSF51569	1.0
6.4.1.7	SSF52440	1.0
6.4.1.7	SSF56059	1.0
6.4.1.7	SSF89000	1.0
6.4.1.7	TIGR00514	1.0
6.5.1.1	G3DSA:1.10.3260.10	139.0
6.5.1.1	G3DSA:2.40.50.140	158.0
6.5.1.1	G3DSA:3.30.1490.70	155.0
6.5.1.1	G3DSA:3.30.1740.10	2.0
6.5.1.1	G3DSA:3.30.470.30	162.0
6.5.1.1	G3DSA:3.40.50.10190	47.0
6.5.1.1	G3DSA:3.60.15.10	1.0
6.5.1.1	MF_00407	108.0
6.5.1.1	PB000540	1.0
6.5.1.1	PB003216	1.0
6.5.1.1	PB003727	7.0
6.5.1.1	PB006017	1.0
6.5.1.1	PB006356	1.0
6.5.1.1	PB006855	1.0
6.5.1.1	PB007126	20.0
6.5.1.1	PB007265	1.0
6.5.1.1	PB009399	1.0
6.5.1.1	PB010870	1.0
6.5.1.1	PB017507	1.0
6.5.1.1	PD014446	1.0
6.5.1.1	PF00533	29.0
6.5.1.1	PF00645	2.0
6.5.1.1	PF01068	164.0
6.5.1.1	PF04675	159.0
6.5.1.1	PF04679	150.0
6.5.1.1	PF05144	5.0
6.5.1.1	PF05155	6.0
6.5.1.1	PF05840	1.0
6.5.1.1	PF07521	1.0
6.5.1.1	PF11411	5.0
6.5.1.1	PF11726	1.0
6.5.1.1	PIRSF001600	2.0
6.5.1.1	PS00333	101.0
6.5.1.1	PS00347	2.0
6.5.1.1	PS00697	146.0
6.5.1.1	PS50064	2.0
6.5.1.1	PS50160	162.0
6.5.1.1	PS50172	49.0
6.5.1.1	PTHR10459	155.0
6.5.1.1	PTHR10459:SF10	11.0
6.5.1.1	PTHR10459:SF11	9.0
6.5.1.1	PTHR10459:SF20	1.0
6.5.1.1	PTHR10459:SF26	1.0
6.5.1.1	PTHR10459:SF7	24.0
6.5.1.1	SM00091	1.0
6.5.1.1	SM00292	44.0
6.5.1.1	SSF117018	130.0
6.5.1.1	SSF50249	165.0
6.5.1.1	SSF52113	45.0
6.5.1.1	SSF52949	1.0
6.5.1.1	SSF56091	164.0
6.5.1.1	SSF56281	1.0
6.5.1.1	SSF57716	2.0
6.5.1.1	TIGR00574	151.0
6.5.1.1	TIGR01629	5.0
6.5.1.1	TIGR02776	1.0
6.5.1.1	TIGR02778	1.0
6.5.1.1	TIGR02779	1.0
6.5.1.2	G3DSA:1.10.150.20	1682.0
6.5.1.2	G3DSA:1.10.287.610	866.0
6.5.1.2	G3DSA:2.40.50.140	874.0
6.5.1.2	G3DSA:3.30.1490.70	118.0
6.5.1.2	G3DSA:3.30.470.30	841.0
6.5.1.2	G3DSA:3.40.50.10190	803.0
6.5.1.2	MF_01587	69.0
6.5.1.2	MF_01588	665.0
6.5.1.2	PB000075	4.0
6.5.1.2	PB000910	1.0
6.5.1.2	PB001116	41.0
6.5.1.2	PB001924	138.0
6.5.1.2	PB005856	1.0
6.5.1.2	PB007126	2.0
6.5.1.2	PB010412	2.0
6.5.1.2	PB010460	5.0
6.5.1.2	PB012786	4.0
6.5.1.2	PB014693	2.0
6.5.1.2	PB016146	1.0
6.5.1.2	PF00533	795.0
6.5.1.2	PF00633	7.0
6.5.1.2	PF01653	890.0
6.5.1.2	PF03119	727.0
6.5.1.2	PF03120	876.0
6.5.1.2	PF12738	3.0
6.5.1.2	PF12826	766.0
6.5.1.2	PIRSF001604	797.0
6.5.1.2	PS01055	721.0
6.5.1.2	PS01056	702.0
6.5.1.2	PS50045	1.0
6.5.1.2	PS50172	789.0
6.5.1.2	PS51257	1.0
6.5.1.2	PTHR11107	872.0
6.5.1.2	PTHR11107:SF10	1.0
6.5.1.2	PTHR11107:SF14	4.0
6.5.1.2	PTHR11107:SF2	69.0
6.5.1.2	PTHR11107:SF4	2.0
6.5.1.2	PTHR11107:SF5	744.0
6.5.1.2	PTHR11107:SF6	6.0
6.5.1.2	PTHR11107:SF8	46.0
6.5.1.2	SM00278	2318.0
6.5.1.2	SM00292	797.0
6.5.1.2	SM00532	874.0
6.5.1.2	SSF47781	905.0
6.5.1.2	SSF47794	1.0
6.5.1.2	SSF50249	876.0
6.5.1.2	SSF52113	802.0
6.5.1.2	SSF56091	875.0
6.5.1.2	TIGR00575	794.0
6.5.1.3	G3DSA:3.30.1490.70	2.0
6.5.1.3	G3DSA:3.30.470.30	5.0
6.5.1.3	G3DSA:3.40.50.1000	1.0
6.5.1.3	G3DSA:3.40.50.300	2.0
6.5.1.3	PF01139	37.0
6.5.1.3	PF08302	2.0
6.5.1.3	PF08303	2.0
6.5.1.3	PF09414	5.0
6.5.1.3	PF09511	4.0
6.5.1.3	PF13671	1.0
6.5.1.3	PIRSF019634	2.0
6.5.1.3	PS01288	26.0
6.5.1.3	PTHR11118	37.0
6.5.1.3	PTHR32004	2.0
6.5.1.3	PTHR32004:SF0	2.0
6.5.1.3	SSF103365	37.0
6.5.1.3	SSF52540	1.0
6.5.1.3	SSF56091	5.0
6.5.1.3	SSF56784	1.0
6.5.1.3	TIGR02307	5.0
6.5.1.3	TIGR02308	1.0
6.5.1.4	G3DSA:3.30.360.20	90.0
6.5.1.4	G3DSA:3.65.10.20	182.0
6.5.1.4	MF_00200	84.0
6.5.1.4	PD397608	1.0
6.5.1.4	PF01137	91.0
6.5.1.4	PF05189	91.0
6.5.1.4	PIRSF005378	4.0
6.5.1.4	PS01287	74.0
6.5.1.4	PTHR11096	91.0
6.5.1.4	SSF52913	62.0
6.5.1.4	SSF55205	149.0
6.5.1.4	TIGR03399	91.0
6.6.1.1	G3DSA:1.10.8.80	34.0
6.6.1.1	G3DSA:3.40.50.1820	1.0
6.6.1.1	G3DSA:3.40.50.300	35.0
6.6.1.1	G3DSA:3.40.50.410	10.0
6.6.1.1	PB000722	1.0
6.6.1.1	PB001095	21.0
6.6.1.1	PB003095	1.0
6.6.1.1	PB003814	1.0
6.6.1.1	PB015996	1.0
6.6.1.1	PB016724	1.0
6.6.1.1	PF00092	2.0
6.6.1.1	PF00561	1.0
6.6.1.1	PF01078	34.0
6.6.1.1	PF02514	5.0
6.6.1.1	PF11965	3.0
6.6.1.1	PF13519	8.0
6.6.1.1	PR00111	3.0
6.6.1.1	PS50234	10.0
6.6.1.1	PTHR10992	1.0
6.6.1.1	PTHR31098	3.0
6.6.1.1	PTHR31098:SF0	3.0
6.6.1.1	PTHR32374	34.0
6.6.1.1	PTHR32374:SF0	28.0
6.6.1.1	PTHR32374:SF2	2.0
6.6.1.1	SM00327	10.0
6.6.1.1	SM00382	30.0
6.6.1.1	SSF52540	34.0
6.6.1.1	SSF53300	10.0
6.6.1.1	SSF53474	1.0
6.6.1.1	TIGR02025	1.0
6.6.1.1	TIGR02030	24.0
6.6.1.1	TIGR02031	10.0
6.6.1.1	TIGR03056	1.0
6.6.1.2	G3DSA:3.40.50.300	1.0
6.6.1.2	G3DSA:3.40.50.410	1.0
6.6.1.2	PB003814	1.0
6.6.1.2	PF02514	2.0
6.6.1.2	PF06213	1.0
6.6.1.2	PF07728	1.0
6.6.1.2	PF11775	1.0
6.6.1.2	PF12556	1.0
6.6.1.2	PIRSF031715	1.0
6.6.1.2	PS50234	1.0
6.6.1.2	PTHR31098	2.0
6.6.1.2	PTHR31098:SF0	2.0
6.6.1.2	SM00327	1.0
6.6.1.2	SSF52540	1.0
6.6.1.2	SSF53300	1.0
6.6.1.2	TIGR01650	1.0
6.6.1.2	TIGR01651	1.0
6.6.1.2	TIGR02257	2.0
